trip_id,date_departure,date_arrival,truck_id,driver_id,client_id,route_id,origin_city,destination_city,distance_km,route_type,cargo_type,cargo_tons_actual,load_factor_pct,delay_hours,status
TRP-00172,2022-07-23,2022-07-23,TRK-01,DRV-01,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,16.27,74.0,1.4,completed
TRP-00173,2022-07-23,2022-07-23,TRK-03,DRV-03,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,23.94,111.3,1.1,completed
TRP-00174,2022-07-23,2022-07-23,TRK-04,DRV-04,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,20.84,86.8,1.3,completed
TRP-00175,2022-07-23,2022-07-23,TRK-05,DRV-05,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,23.39,95.5,1.3,completed
TRP-00176,2022-07-23,2022-07-25,TRK-07,DRV-07,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,16.72,69.7,25.3,delayed
TRP-00177,2022-07-23,2022-07-24,TRK-08,DRV-08,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,18.92,75.7,1.0,completed
TRP-00178,2022-07-23,2022-07-24,TRK-08,DRV-08,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,22.33,89.3,1.2,completed
TRP-00179,2022-07-23,2022-07-23,TRK-08,DRV-08,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,22.86,91.5,0.9,completed
TRP-00180,2022-07-23,2022-07-23,TRK-09,DRV-09,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,17.63,70.5,0.7,completed
TRP-00181,2022-07-23,2022-07-23,TRK-10,DRV-10,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,21.76,90.7,0.8,completed
TRP-00182,2022-07-24,2022-07-24,TRK-05,DRV-05,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,26.96,110.0,1.0,completed
TRP-00183,2022-07-24,2022-07-25,TRK-06,DRV-06,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,17.21,73.2,1.5,completed
TRP-00184,2022-07-24,2022-07-25,TRK-08,DRV-08,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,17.48,69.9,0.0,completed
TRP-00185,2022-07-24,2022-07-25,TRK-08,DRV-08,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,22.28,89.1,1.7,completed
TRP-00186,2022-07-25,2022-07-25,TRK-01,DRV-01,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,23.06,104.8,1.4,completed
TRP-00187,2022-07-25,2022-07-25,TRK-03,DRV-03,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,18.43,85.7,1.2,completed
TRP-00188,2022-07-25,2022-07-26,TRK-03,DRV-03,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,19.91,92.6,1.7,completed
TRP-00189,2022-07-25,2022-07-27,TRK-05,DRV-05,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,wheat,23.08,94.2,0.6,completed
TRP-00190,2022-07-25,2022-07-25,TRK-06,DRV-06,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,23.39,99.5,1.8,completed
TRP-00191,2022-07-25,2022-07-26,TRK-07,DRV-07,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,22.46,93.6,0.5,completed
TRP-00192,2022-07-25,2022-07-26,TRK-07,DRV-07,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,22.26,92.7,0.8,completed
TRP-00193,2022-07-25,2022-07-26,TRK-07,DRV-07,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,23.08,96.2,0.1,completed
TRP-00194,2022-07-25,2022-07-26,TRK-08,DRV-08,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,23.01,92.0,1.7,completed
TRP-00195,2022-07-25,2022-07-25,TRK-08,DRV-08,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,17.54,70.2,1.5,completed
TRP-00196,2022-07-25,2022-07-26,TRK-09,DRV-09,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,22.86,91.5,0.2,completed
TRP-00197,2022-07-25,2022-07-26,TRK-09,DRV-09,CLT-02,RTE-02,Дніпро,Одеса,472,highway,wheat,22.32,89.3,22.2,delayed
TRP-00198,2022-07-25,2022-07-26,TRK-09,DRV-04,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,21.96,87.8,3.4,delayed
TRP-00199,2022-07-25,2022-07-25,TRK-10,DRV-10,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,21.52,89.6,1.1,completed
TRP-00200,2022-07-26,2022-07-26,TRK-02,DRV-02,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,23.93,104.0,2.0,delayed
TRP-00201,2022-07-26,2022-07-26,TRK-03,DRV-03,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,17.13,79.7,1.3,completed
TRP-00202,2022-07-26,2022-07-26,TRK-04,DRV-04,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,25.19,105.0,0.4,completed
TRP-00203,2022-07-26,2022-07-26,TRK-05,DRV-05,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,22.18,90.5,0.5,completed
TRP-00204,2022-07-26,2022-07-26,TRK-06,DRV-06,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,24.02,102.2,3.2,delayed
TRP-00205,2022-07-26,2022-07-27,TRK-06,DRV-06,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,23.21,98.8,1.5,completed
TRP-00206,2022-07-26,2022-07-26,TRK-06,DRV-06,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,23.11,98.3,3.0,delayed
TRP-00207,2022-07-26,2022-07-28,TRK-07,DRV-07,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,wheat,18.90,78.8,0.2,completed
TRP-00208,2022-07-26,2022-07-28,TRK-08,DRV-08,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,wheat,22.74,91.0,27.2,delayed
TRP-00209,2022-07-26,2022-07-28,TRK-09,DRV-09,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,19.58,78.3,1.7,completed
TRP-00210,2022-07-27,2022-07-27,TRK-01,DRV-01,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,20.68,94.0,1.5,completed
TRP-00211,2022-07-27,2022-07-28,TRK-04,DRV-04,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,20.23,84.3,0.3,completed
TRP-00212,2022-07-27,2022-07-29,TRK-04,DRV-04,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,wheat,21.81,90.9,0.4,completed
TRP-00213,2022-07-27,2022-07-27,TRK-04,DRV-04,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,23.92,99.7,0.1,completed
TRP-00214,2022-07-27,2022-07-28,TRK-04,DRV-04,CLT-02,RTE-02,Дніпро,Одеса,472,highway,wheat,18.86,78.6,1.7,completed
TRP-00215,2022-07-27,2022-07-28,TRK-05,DRV-05,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,18.94,77.3,1.0,completed
TRP-00216,2022-07-27,2022-07-27,TRK-07,DRV-07,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,21.57,89.9,0.6,completed
TRP-00217,2022-07-27,2022-07-29,TRK-07,DRV-07,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,sunflower,21.58,89.9,0.0,completed
TRP-00218,2022-07-27,2022-07-28,TRK-07,DRV-11,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,22.87,95.3,0.9,completed
TRP-00219,2022-07-27,2022-07-28,TRK-08,DRV-08,CLT-02,RTE-02,Дніпро,Одеса,472,highway,wheat,22.00,88.0,1.0,completed
TRP-00220,2022-07-27,2022-07-27,TRK-08,DRV-08,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,22.12,88.5,0.4,completed
TRP-00221,2022-07-27,2022-07-27,TRK-08,DRV-08,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,23.60,94.4,0.1,completed
TRP-00222,2022-07-27,2022-07-27,TRK-08,DRV-08,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,27.40,109.6,1.5,completed
TRP-00223,2022-07-27,2022-07-27,TRK-10,DRV-10,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,16.44,68.5,1.8,completed
TRP-00224,2022-07-27,2022-07-28,TRK-10,DRV-10,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,21.71,90.4,0.1,completed
TRP-00225,2022-07-28,2022-07-29,TRK-01,DRV-01,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,17.08,77.6,0.6,completed
TRP-00226,2022-07-28,2022-07-30,TRK-02,DRV-02,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,wheat,21.01,91.3,1.2,completed
TRP-00227,2022-07-28,2022-07-29,TRK-03,DRV-03,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,19.50,90.7,1.0,completed
TRP-00228,2022-07-28,2022-07-29,TRK-06,DRV-06,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.79,92.7,1.3,completed
TRP-00229,2022-07-28,2022-07-28,TRK-07,DRV-07,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,21.10,87.9,0.7,completed
TRP-00230,2022-07-28,2022-07-28,TRK-07,DRV-07,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,16.69,69.5,6.4,delayed
TRP-00231,2022-07-28,2022-07-29,TRK-08,DRV-08,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,18.08,72.3,1.3,completed
TRP-00232,2022-07-28,2022-07-29,TRK-08,DRV-08,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,24.77,99.1,0.8,completed
TRP-00233,2022-07-28,2022-07-28,TRK-09,DRV-09,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,25.15,100.6,0.6,completed
TRP-00234,2022-07-28,2022-07-28,TRK-10,DRV-10,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,21.31,88.8,1.5,completed
TRP-00235,2022-07-29,2022-07-31,TRK-01,DRV-01,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,20.63,93.8,26.0,delayed
TRP-00236,2022-07-29,2022-07-31,TRK-02,DRV-02,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,wheat,20.47,89.0,1.8,completed
TRP-00237,2022-07-29,2022-07-29,TRK-06,DRV-06,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,22.57,96.1,0.5,completed
TRP-00238,2022-07-30,2022-07-31,TRK-04,DRV-04,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,16.55,69.0,0.2,completed
TRP-00239,2022-07-30,2022-07-31,TRK-04,DRV-04,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,20.94,87.3,0.8,completed
TRP-00240,2022-07-30,2022-07-31,TRK-06,DRV-06,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,21.97,93.5,1.2,completed
TRP-00241,2022-07-30,2022-07-31,TRK-07,DRV-07,CLT-06,RTE-06,Вінниця,Київ,267,highway,wheat,21.64,90.2,1.1,completed
TRP-00242,2022-07-30,2022-07-30,TRK-10,DRV-10,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,24.10,100.4,0.3,completed
TRP-00243,2022-07-30,2022-07-31,TRK-10,DRV-10,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,23.64,98.5,1.0,completed
TRP-00244,2022-07-31,2022-07-31,TRK-06,DRV-06,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,19.33,82.2,1.6,completed
TRP-00245,2022-07-31,2022-08-01,TRK-08,DRV-08,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,22.09,88.4,1.8,completed
TRP-00246,2022-08-01,2022-08-03,TRK-02,DRV-02,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,wheat,20.94,91.0,1.4,completed
TRP-00247,2022-08-01,2022-08-03,TRK-03,DRV-03,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,19.39,90.2,1.1,completed
TRP-00248,2022-08-01,2022-08-01,TRK-03,DRV-03,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,21.42,99.6,1.7,completed
TRP-00249,2022-08-01,2022-08-01,TRK-05,DRV-05,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,19.47,79.5,0.4,completed
TRP-00250,2022-08-01,2022-08-02,TRK-10,DRV-10,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,23.06,96.1,1.9,cancelled
TRP-00251,2022-08-02,2022-08-02,TRK-01,DRV-01,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,17.38,79.0,0.2,completed
TRP-00252,2022-08-02,2022-08-02,TRK-03,DRV-03,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,21.22,98.7,0.7,completed
TRP-00253,2022-08-02,2022-08-03,TRK-04,DRV-04,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,21.52,89.7,1.2,completed
TRP-00254,2022-08-02,2022-08-03,TRK-06,DRV-06,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,22.69,96.5,0.1,completed
TRP-00255,2022-08-02,2022-08-02,TRK-08,DRV-08,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,22.17,88.7,1.5,completed
TRP-00256,2022-08-02,2022-08-02,TRK-09,DRV-09,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,22.75,91.0,0.5,completed
TRP-00257,2022-08-02,2022-08-03,TRK-09,DRV-09,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,23.99,96.0,1.0,completed
TRP-00258,2022-08-03,2022-08-03,TRK-05,DRV-05,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,22.67,92.5,1.8,completed
TRP-00259,2022-08-03,2022-08-03,TRK-05,DRV-05,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,26.12,106.6,0.7,completed
TRP-00260,2022-08-03,2022-08-03,TRK-05,DRV-05,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,19.73,80.5,0.1,completed
TRP-00261,2022-08-03,2022-08-05,TRK-06,DRV-06,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,wheat,21.55,91.7,0.3,completed
TRP-00262,2022-08-03,2022-08-03,TRK-07,DRV-07,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,23.64,98.5,0.5,completed
TRP-00263,2022-08-03,2022-08-03,TRK-08,DRV-08,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,24.55,98.2,0.5,completed
TRP-00264,2022-08-03,2022-08-03,TRK-08,DRV-08,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,18.49,74.0,1.3,completed
TRP-00265,2022-08-03,2022-08-03,TRK-09,DRV-09,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,21.51,86.1,1.4,completed
TRP-00266,2022-08-03,2022-08-03,TRK-09,DRV-09,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,28.64,114.6,1.5,completed
TRP-00267,2022-08-03,2022-08-04,TRK-10,DRV-10,CLT-06,RTE-06,Вінниця,Київ,267,highway,wheat,24.07,100.3,1.5,completed
TRP-00268,2022-08-04,2022-08-04,TRK-02,DRV-02,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,19.80,86.1,1.7,completed
TRP-00269,2022-08-04,2022-08-06,TRK-03,DRV-03,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,sunflower,19.32,89.8,0.8,completed
TRP-00270,2022-08-04,2022-08-04,TRK-04,DRV-04,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,22.15,92.3,1.7,completed
TRP-00271,2022-08-04,2022-08-05,TRK-04,DRV-04,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,19.87,82.8,0.4,completed
TRP-00272,2022-08-04,2022-08-05,TRK-05,DRV-05,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,24.29,99.2,1.7,completed
TRP-00273,2022-08-04,2022-08-04,TRK-06,DRV-06,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,17.28,73.5,1.6,completed
TRP-00274,2022-08-04,2022-08-04,TRK-06,DRV-06,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,21.69,92.3,0.9,completed
TRP-00275,2022-08-04,2022-08-04,TRK-07,DRV-11,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,21.13,88.0,0.0,completed
TRP-00276,2022-08-04,2022-08-04,TRK-07,DRV-03,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,16.81,70.0,4.7,delayed
TRP-00277,2022-08-04,2022-08-05,TRK-07,DRV-07,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,22.69,94.5,11.0,delayed
TRP-00278,2022-08-04,2022-08-05,TRK-08,DRV-08,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,24.56,98.2,1.8,completed
TRP-00279,2022-08-04,2022-08-05,TRK-09,DRV-09,CLT-06,RTE-06,Вінниця,Київ,267,highway,sunflower,22.94,91.8,0.0,completed
TRP-00280,2022-08-04,2022-08-04,TRK-09,DRV-09,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,21.62,86.5,1.5,completed
TRP-00281,2022-08-04,2022-08-06,TRK-09,DRV-09,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,22.99,91.9,0.1,completed
TRP-00282,2022-08-04,2022-08-05,TRK-09,DRV-09,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,22.48,89.9,0.1,completed
TRP-00283,2022-08-04,2022-08-05,TRK-09,DRV-09,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,23.97,95.9,0.6,completed
TRP-00284,2022-08-04,2022-08-06,TRK-10,DRV-10,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,22.87,95.3,27.2,delayed
TRP-00285,2022-08-05,2022-08-06,TRK-02,DRV-02,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,20.84,90.6,1.2,completed
TRP-00286,2022-08-05,2022-08-05,TRK-02,DRV-02,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,18.01,78.3,1.4,completed
TRP-00287,2022-08-05,2022-08-05,TRK-08,DRV-08,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,22.83,91.3,7.3,delayed
TRP-00288,2022-08-05,2022-08-06,TRK-08,DRV-08,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,20.87,83.5,1.6,completed
TRP-00289,2022-08-05,2022-08-06,TRK-08,DRV-08,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,22.05,88.2,0.6,completed
TRP-00290,2022-08-05,2022-08-05,TRK-09,DRV-09,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,28.76,115.0,0.1,completed
TRP-00291,2022-08-06,2022-08-06,TRK-01,DRV-01,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,15.73,71.5,4.4,delayed
TRP-00292,2022-08-06,2022-08-06,TRK-02,DRV-02,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,15.64,68.0,0.0,completed
TRP-00293,2022-08-06,2022-08-06,TRK-05,DRV-05,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,26.72,109.1,0.4,completed
TRP-00294,2022-08-06,2022-08-07,TRK-07,DRV-07,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,21.42,89.2,0.2,completed
TRP-00295,2022-08-06,2022-08-06,TRK-07,DRV-07,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,18.47,76.9,0.8,completed
TRP-00296,2022-08-06,2022-08-06,TRK-10,DRV-10,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,20.53,85.5,0.0,completed
TRP-00297,2022-08-07,2022-08-07,TRK-02,DRV-02,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,22.74,98.9,0.9,completed
TRP-00298,2022-08-07,2022-08-07,TRK-02,DRV-08,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,17.37,75.5,0.3,completed
TRP-00299,2022-08-07,2022-08-07,TRK-02,DRV-02,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,21.20,92.2,0.2,completed
TRP-00300,2022-08-07,2022-08-09,TRK-03,DRV-03,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,20.51,95.4,0.7,completed
TRP-00301,2022-08-07,2022-08-08,TRK-03,DRV-03,CLT-02,RTE-02,Дніпро,Одеса,472,highway,wheat,16.82,78.2,0.9,completed
TRP-00302,2022-08-07,2022-08-07,TRK-05,DRV-05,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,20.24,82.6,1.8,completed
TRP-00303,2022-08-07,2022-08-08,TRK-05,DRV-05,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,22.84,93.2,1.2,completed
TRP-00304,2022-08-07,2022-08-07,TRK-06,DRV-06,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,22.29,94.8,0.4,completed
TRP-00305,2022-08-07,2022-08-07,TRK-07,DRV-07,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,25.33,105.5,1.2,completed
TRP-00306,2022-08-08,2022-08-10,TRK-01,DRV-01,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,22.08,100.4,0.6,completed
TRP-00307,2022-08-08,2022-08-09,TRK-01,DRV-01,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.55,98.0,0.3,completed
TRP-00308,2022-08-08,2022-08-08,TRK-02,DRV-09,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,22.83,99.2,1.1,completed
TRP-00309,2022-08-08,2022-08-08,TRK-02,DRV-02,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,24.34,105.8,1.4,completed
TRP-00310,2022-08-08,2022-08-10,TRK-02,DRV-02,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,wheat,21.71,94.4,24.4,delayed
TRP-00311,2022-08-08,2022-08-09,TRK-04,DRV-04,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,20.16,84.0,1.8,completed
TRP-00312,2022-08-08,2022-08-09,TRK-05,DRV-05,CLT-06,RTE-06,Вінниця,Київ,267,highway,sunflower,22.55,92.0,1.6,completed
TRP-00313,2022-08-08,2022-08-08,TRK-06,DRV-06,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,18.54,78.9,0.8,completed
TRP-00314,2022-08-08,2022-08-08,TRK-07,DRV-07,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,20.92,87.2,1.5,completed
TRP-00315,2022-08-08,2022-08-09,TRK-07,DRV-07,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,23.16,96.5,1.6,completed
TRP-00316,2022-08-08,2022-08-09,TRK-08,DRV-08,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,18.81,75.3,1.7,completed
TRP-00317,2022-08-08,2022-08-08,TRK-08,DRV-08,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,20.19,80.8,1.1,completed
TRP-00318,2022-08-08,2022-08-09,TRK-08,DRV-08,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,23.64,94.6,23.6,delayed
TRP-00319,2022-08-09,2022-08-09,TRK-01,DRV-07,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,23.49,106.8,1.4,completed
TRP-00320,2022-08-09,2022-08-09,TRK-01,DRV-01,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,15.21,69.1,0.9,completed
TRP-00321,2022-08-09,2022-08-10,TRK-04,DRV-04,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,19.98,83.3,11.9,delayed
TRP-00322,2022-08-09,2022-08-09,TRK-04,DRV-04,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,17.12,71.3,1.5,completed
TRP-00323,2022-08-09,2022-08-09,TRK-05,DRV-05,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,24.14,98.5,0.8,completed
TRP-00324,2022-08-09,2022-08-09,TRK-06,DRV-06,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,16.50,70.2,1.4,completed
TRP-00325,2022-08-09,2022-08-10,TRK-08,DRV-08,CLT-06,RTE-06,Вінниця,Київ,267,highway,wheat,22.23,88.9,1.5,completed
TRP-00326,2022-08-09,2022-08-09,TRK-09,DRV-09,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,21.21,84.8,1.1,completed
TRP-00327,2022-08-10,2022-08-11,TRK-01,DRV-01,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,19.17,87.1,0.0,completed
